Age,Name,Country,Sex,Date of Birth,Height cm,Weight kg,Medal winner,Gold,Silver,Bronze,Total,Sport,Number of events,Event,BMI,BMI classification
25,Savannah Marshall,Great Britain,F,5/19/1991,181,,No,0,0,0,0,Boxing,1,Boxing Women's Middle (69-75kg),,
34,Vladimir Letnicov,Republic of Moldova,M,10/07/1981,178,70,No,0,0,0,0,Athletics,1,Athletics Men's Triple Jump,22.09317005,Normal
22,Nancy Chepkwemoi,Kenya,F,10/08/1993,121,47,No,0,0,0,0,Athletics,1,Athletics Women's 1500m,32.1016324,Obese
28,Rosannagh Maclennan,Canada,F,8/27/1988,158,54,Yes,1,0,0,1,Gymnastics,1,Trampoline Gymnastics Women,21.63114885,Normal
35,Carlos Lobos Munoz,Chile,M,12/21/1980,175,73,No,0,0,0,0,Equestrian,1,Equestrian Eventing Individual,23.83673469,Normal
28,null,Russian Federation,F,10/24/1987,180,72,Yes,1,0,0,1,Handball,1,Handball Women,22.22222222,Normal
24,Phumlile Ndzinisa,Swaziland,F,8/21/1992,170,57,No,0,0,0,0,Athletics,1,Athletics Women's 100m,19.72318339,Normal
25,Brock Motum,Australia,M,10/16/1990,208,107,No,0,0,0,0,Basketball,1,Basketball Men,24.7318787,Normal
25,Alise Post,United States,F,1/17/1991,158,56,Yes,0,1,0,1,Cycling,1,Cycling BMX Women,22.43230252,Normal
37,Sonia Samuels,Great Britain,F,5/16/1979,162,47,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,17.90885536,Underweight
32,Hannah Macleod,Great Britain,F,6/09/1984,172,67,Yes,1,0,0,1,Hockey,1,Hockey Women,22.64737696,Normal
23,Mickael Marteau,France,M,11/28/1992,179,86,No,0,0,0,0,Rowing,1,Rowing Men's Four,26.84061047,Overweight
29,Kristijan Durasek,Croatia,M,7/26/1987,170,57,No,0,0,0,0,Cycling,1,Cycling Road Men's Road Race,19.72318339,Normal
25,null,Uzbekistan,F,10/16/1990,174,56,No,0,0,0,0,Athletics,1,Athletics Women's 100m Hurdles,18.49649888,Underweight
27,Ana Dabovic,Serbia,F,8/18/1989,183,70,Yes,0,0,1,1,Basketball,1,Basketball Women,20.90238586,Normal
21,Bourhan Abro,Djibouti,M,5/30/1995,180,70,No,0,0,0,0,Aquatics,1,Swimming Men's 50m Freestyle,21.60493827,Normal
24,null,Georgia,M,4/24/1992,171,68,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,23.25501864,Normal
29,Rostyslav Pevtsov,Azerbaijan,M,4/15/1987,187,74,No,0,0,0,0,Triathlon,1,Triathlon Men,21.16160027,Normal
26,Filip Grgic,Croatia,M,10/25/1989,173,70,No,0,0,0,0,Taekwondo,1,Taekwondo Men -68kg,23.38868656,Normal
29,Litia Naiqato,Fiji,F,3/25/1987,180,76,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,23.45679012,Normal
27,Aleksandra Cotti,Italy,F,12/13/1988,167,65,Yes,0,1,0,1,Aquatics,1,Water Polo Women,23.30668005,Normal
22,Valeriane Ayayi,France,F,4/29/1994,184,72,No,0,0,0,0,Basketball,1,Basketball Women,21.26654064,Normal
26,null,Kenya,F,2/18/1990,154,72,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Women,30.35925114,Obese
24,Katherine Julissa Rodriguez Peguero,Dominican Republic,F,12/18/1991,186,75,No,0,0,0,0,Taekwondo,1,Taekwondo Women +67kg,21.6788068,Normal
34,Tewelde Estifanos,Eritrea,M,11/02/1981,,,No,0,0,0,0,Athletics,1,Athletics Men's Marathon,,
29,Kaspar Taimsoo,Estonia,M,4/30/1987,194,95,Yes,0,0,1,1,Rowing,1,Rowing Men's Quadruple Sculls,25.24178978,Overweight
27,Natalia Partyka,Poland,F,7/27/1989,173,64,No,0,0,0,0,Table Tennis,1,Table Tennis Women's Team,21.383942,Normal
17,Arina Tsitsilina,Belarus,F,10/09/1998,173,50,No,0,0,0,0,Gymnastics,1,Rhythmic Gymnastics Group All-Around,16.70620468,Underweight
22,Mariya Telushkina,Kazakhstan,F,4/03/1994,178,90,No,0,0,0,0,Athletics,1,Athletics Women's Discus Throw,28.40550436,Overweight
25,Allistar Clarke,Saint Kitts Nevis,M,10/03/1990,187,71,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,20.30369756,Normal
38,Celma Bonfim da Graca,Sao Tome Principe,F,12/23/1977,165,58,No,0,0,0,0,Athletics,1,Athletics Women's 1500m,21.30394858,Normal
19,Ema Ramusovic,Montenegro,F,11/28/1996,183,78,No,0,0,0,0,Handball,1,Handball Women,23.29122996,Normal
24,Tsanko Arnaudov,Portugal,M,3/14/1992,198,154,No,0,0,0,0,Athletics,1,Athletics Men's Shot Put,39.28170595,Obese
25,David Verburg,United States,M,5/14/1991,173,70,Yes,1,0,0,1,Athletics,2,"Athletics Men's 400m
,Athletics Men's 4 x 400m Relay",23.38868656,Normal
25,Ilya Pervukhin,Russian Federation,M,7/06/1991,183,82,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Canoe Double 1000m,24.48565201,Normal
24,Artur Aleksanyan,Armenia,M,10/21/1991,190,98,Yes,1,0,0,1,Wrestling,1,Wrestling Men's Greco-Roman 98 kg,27.1468144,Overweight
24,Nur Tatar,Turkey,F,8/16/1992,180,67,Yes,0,0,1,1,Taekwondo,1,Taekwondo Women -67kg,20.67901235,Normal
21,Seung Chan Shin,South Korea,F,12/06/1994,173,70,Yes,0,0,1,1,Badminton,1,Badminton Women's Doubles,23.38868656,Normal
28,Marian Urdabayeva,Kazakhstan,F,4/03/1988,170,63,No,0,0,0,0,Judo,1,Judo Women -63 kg,21.79930796,Normal
24,Sean Ryan,United States,M,8/13/1992,191,77,No,0,0,0,0,Aquatics,1,Marathon Swimming Men's 10km,21.10687755,Normal
30,Rizlen Zouak,Morocco,F,5/14/1986,164,63,No,0,0,0,0,Judo,1,Judo Women -63 kg,23.42355741,Normal
32,Jie Li,Netherlands,F,3/06/1984,165,52,No,0,0,0,0,Table Tennis,2,"Table Tennis Women's Singles
,Table Tennis Women's Team",19.10009183,Normal
36,Anna Laurell Nash,Sweden,F,2/12/1980,184,,No,0,0,0,0,Boxing,1,Boxing Women's Middle (69-75kg),,
30,Jantine van der Vlist,Netherlands,F,10/30/1985,182,74,No,0,0,0,0,Beach Volleyball,1,Beach Volleyball Women,22.34029707,Normal
28,Oumou Toure,Senegal,F,2/18/1988,189,86,No,0,0,0,0,Basketball,1,Basketball Women,24.07547381,Normal
28,Lauren Boyle,New Zealand,F,12/14/1987,183,67,No,0,0,0,0,Aquatics,2,"Swimming Women's 400m Freestyle
,Swimming Women's 800m Freestyle",20.00656932,Normal
31,Simona Gherman,Romania,F,4/12/1985,170,58,Yes,1,0,0,1,Fencing,2,"Fencing Women's Épée Individual
,Fencing Women's Épée Team",20.06920415,Normal
39,Gemma Mengual,Spain,F,4/12/1977,173,56,No,0,0,0,0,Aquatics,1,Synchronised Swimming Duets,18.71094925,Normal
24,Berthrade Simone Flore Bikatal,Cameroon,F,7/23/1992,183,76,No,0,0,0,0,Volleyball,1,Volleyball Women,22.69401893,Normal
33,Demita Vega de Lille,Mexico,F,7/21/1983,172,60,No,0,0,0,0,Sailing,1,Sailing RS:X Women,20.2812331,Normal
36,Robertas Javtokas,Lithuania,M,3/20/1980,210,117,No,0,0,0,0,Basketball,1,Basketball Men,26.53061224,Overweight
38,Gundegmaa Otryad,Mongolia,F,5/23/1978,168,63,No,0,0,0,0,Shooting,2,"Shooting 10m Air Pistol Women
,Shooting 25m Pistol Women",22.32142857,Normal
22,Ons Jabeur,Tunisia,F,8/28/1994,167,66,No,0,0,0,0,Tennis,1,Tennis Women's Singles,23.66524436,Normal
32,Jacob Stockmann,Netherlands,M,7/24/1984,193,80,No,0,0,0,0,Hockey,1,Hockey Men,21.47708663,Normal
20,Muhammad Ali,Great Britain,M,6/20/1996,173,,No,0,0,0,0,Boxing,1,Boxing Men's Fly (52kg),,
23,Max Whitlock,Great Britain,M,1/13/1993,167,56,Yes,2,0,1,3,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",20.07960128,Normal
24,Jordin Andrade,Cape Verde,M,5/05/1992,182,77,No,0,0,0,0,Athletics,1,Athletics Men's 400m Hurdles,23.24598478,Normal
37,Maggie Hogan,United States,F,1/01/1979,171,61,No,0,0,0,0,Canoe,2,"Canoe Sprint Women's Kayak Single 200m
,Canoe Sprint Women's Kayak Single 500m",20.86111966,Normal
22,Chrisann Gordon,Jamaica,F,11/18/1994,168,65,Yes,0,1,0,1,Athletics,1,Athletics Women's 4 x 400m Relay,23.03004535,Normal
27,Natalia Duco,Chile,F,1/31/1989,177,100,No,0,0,0,0,Athletics,1,Athletics Women's Shot Put,31.91930799,Obese
29,Santiago Enrique Grillo Diez,Colombia,M,5/27/1987,185,74,No,0,0,0,0,Sailing,1,Sailing RS:X Men,21.62162162,Normal
40,Kim Collins,Saint Kitts Nevis,M,4/05/1976,180,77,No,0,0,0,0,Athletics,2,"Athletics Men's 100m
,Athletics Men's 4 x 100m Relay",23.7654321,Normal
23,Marten van Riel,Belgium,M,12/15/1992,183,64,No,0,0,0,0,Triathlon,1,Triathlon Men,19.11075278,Normal
31,null,Sri Lanka,M,2/03/1985,165,62,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 62kg,22.77318641,Normal
19,Macarena Sans,Argentina,F,11/20/1996,165,64,No,0,0,0,0,Handball,1,Handball Women,23.50780533,Normal
28,Eunice Jepkoech Sum,Kenya,F,4/10/1988,170,54,No,0,0,0,0,Athletics,1,Athletics Women's 800m,18.68512111,Normal
36,null,Spain,M,6/13/1980,193,82,Yes,0,0,1,1,Basketball,1,Basketball Men,22.0140138,Normal
31,Karina Ocasio,Puerto Rico,F,8/01/1985,192,76,No,0,0,0,0,Volleyball,1,Volleyball Women,20.61631944,Normal
34,Mariusz Jurkiewicz,Poland,M,2/03/1982,199,103,No,0,0,0,0,Handball,1,Handball Men,26.00944421,Overweight
26,Joanna Linkiewicz,Poland,F,5/02/1990,168,55,No,0,0,0,0,Athletics,1,Athletics Women's 400m Hurdles,19.48696145,Normal
27,Dora Csabai,Hungary,F,4/20/1989,175,63,No,0,0,0,0,Aquatics,1,Water Polo Women,20.57142857,Normal
26,Gonzalo Echenique Saglietti,Spain,M,4/27/1990,190,94,No,0,0,0,0,Aquatics,1,Water Polo Men,26.03878116,Overweight
25,Andreas Schilling,Denmark,M,5/25/1991,185,70,No,0,0,0,0,Triathlon,1,Triathlon Men,20.45288532,Normal
29,null,Belarus,F,7/10/1987,192,82,No,0,0,0,0,Basketball,1,Basketball Women,22.24392361,Normal
23,Natalie Achonwa,Canada,F,11/22/1992,190,86,No,0,0,0,0,Basketball,1,Basketball Women,23.82271468,Normal
24,Mateusz Przybylko,Germany,M,3/09/1992,195,78,No,0,0,0,0,Athletics,1,Athletics Men's High Jump,20.51282051,Normal
29,Loreta Gulotta,Italy,F,5/08/1987,174,63,No,0,0,0,0,Fencing,2,"Fencing Women's Sabre Individual
,Fencing Women's Sabre Team",20.80856124,Normal
25,Filippo Lanza,Italy,M,3/03/1991,198,98,Yes,0,1,0,1,Volleyball,1,Volleyball Men,24.99744924,Normal
16,Penny Oleksiak,Canada,F,6/13/2000,186,68,Yes,1,1,2,4,Aquatics,5,"Swimming Women's 100m Freestyle
,Swimming Women's 100m Butterfly
,Swimming Women's 4 x 100m Freestyle Relay
,Swimming Women's 4 x 200m Freestyle Relay
,Swimming Women's 4 x 100m Medley Relay",19.6554515,Normal
32,Carla Rebecchi,Argentina,F,11/07/1984,163,55,No,0,0,0,0,Hockey,1,Hockey Women,20.70081674,Normal
23,Leah Nugent,Jamaica,F,11/23/1992,173,66,No,0,0,0,0,Athletics,1,Athletics Women's 400m Hurdles,22.05219018,Normal
31,Kaveh Mousavi,Iran,M,5/27/1985,192,89,No,0,0,0,0,Athletics,1,Athletics Men's Hammer Throw,24.14279514,Normal
32,Sladana Perunovic,Montenegro,F,3/26/1984,170,58,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,20.06920415,Normal
24,David Belyavskiy,Russian Federation,M,2/23/1992,163,55,Yes,0,1,1,2,Gymnastics,9,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around
,Artistic Gymnastics Men's Team",20.70081674,Normal
19,Brooke Henderson,Canada,F,11/10/1997,163,50,No,0,0,0,0,Golf,1,Golf Women's Individual Stroke Play,18.81892431,Normal
18,Robeilys Peinado,Venezuela,F,11/26/1997,,,No,0,0,0,0,Athletics,1,Athletics Women's Pole Vault,,
28,Victor Scvortov,United Arab Emirates,M,3/30/1988,173,73,No,0,0,0,0,Judo,1,Judo Men -73 kg,24.39105884,Normal
23,Amelie Kretz,Canada,F,5/19/1993,168,53,No,0,0,0,0,Triathlon,1,Triathlon Women,18.77834467,Normal
26,Mario Mola,Spain,M,2/23/1990,178,63,No,0,0,0,0,Triathlon,1,Triathlon Men,19.88385305,Normal
15,Janja Segel,Slovenia,F,6/17/2001,177,60,No,0,0,0,0,Aquatics,1,Swimming Women's 4 x 200m Freestyle Relay,19.15158479,Normal
25,Theodoros Iakovidis,Greece,M,2/12/1991,181,85,No,0,0,0,0,Weightlifting,1,Weightlifting Men's 85kg,25.94548396,Overweight
31,Teymuraz Gabashvili,Russian Federation,M,5/23/1985,187,85,No,0,0,0,0,Tennis,2,"Tennis Men's Singles
,Tennis Mixed Doubles",24.30724356,Normal
24,null,Poland,F,2/18/1992,161,50,No,0,0,0,0,Gymnastics,6,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around",19.28937927,Normal
38,Maria Peralta,Argentina,F,11/30/1977,167,49,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,17.56965112,Underweight
32,Samantha Stosur,Australia,F,3/30/1984,172,68,No,0,0,0,0,Tennis,3,"Tennis Women's Singles
,Tennis Women's Doubles
,Tennis Mixed Doubles",22.98539751,Normal
26,Claire Lambe,Ireland,F,5/16/1990,178,57,No,0,0,0,0,Rowing,1,Rowing Lightweight Women's Double Sculls,17.99015276,Underweight
16,Lauren Hernandez,United States,F,6/09/2000,153,48,Yes,1,1,0,2,Gymnastics,7,"Artistic Gymnastics Women
,Artistic Gymnastics Women's Floor Exercise
,Artistic Gymnastics Women's Vault
,Artistic Gymnastics Women's Uneven Bars
,Artistic Gymnastics Women's Balance Beam
,Artistic Gymnastics Women's Individual All-Around
,Artistic Gymnastics Women's Team",20.504934,Normal
28,Stephanie Pohl,Germany,F,10/21/1987,160,51,No,0,0,0,0,Cycling,1,Cycling Track Women's Team Pursuit,19.921875,Normal
22,Mintae Kim,South Korea,M,11/26/1993,187,78,No,0,0,0,0,Football,1,Football Men,22.30547056,Normal
37,Adam Pattantyus,Hungary,M,10/10/1978,175,71,No,0,0,0,0,Table Tennis,1,Table Tennis Men's Singles,23.18367347,Normal
24,Wenjun Ren,China,F,1/15/1992,175,67,No,0,0,0,0,Canoe,2,"Canoe Sprint Women's Kayak Double 500m
,Canoe Sprint Women's Kayak Four 500m",21.87755102,Normal
47,Enkelejda Shehaj Bekurti,United States,F,1/23/1969,163,57,No,0,0,0,0,Shooting,2,"Shooting 10m Air Pistol Women
,Shooting 25m Pistol Women",21.45357371,Normal
28,Henri Junghaenel,Germany,M,2/05/1988,179,80,Yes,1,0,0,1,Shooting,1,Shooting 50m Rifle Prone Men,24.96800974,Normal
23,Jorge Fonseca,Portugal,M,10/30/1992,175,100,No,0,0,0,0,Judo,1,Judo Men -100 kg,32.65306122,Obese
18,null,Israel,F,10/08/1997,170,53,No,0,0,0,0,Gymnastics,1,Rhythmic Gymnastics Group All-Around,18.33910035,Underweight
29,Alicia Coutts,Australia,F,11/14/1987,176,69,No,0,0,0,0,Aquatics,1,Swimming Women's 200m Individual Medley,22.27530992,Normal
32,Carmine Tommasone,Italy,M,3/30/1984,167,,No,0,0,0,0,Boxing,1,Boxing Men's Light (60kg),,
22,Sebastian Fleischer,Denmark,M,12/26/1993,179,74,No,0,0,0,0,Sailing,1,Sailing RS:X Men,23.09540901,Normal
25,Miah-Marie Langlois,Canada,F,11/21/1991,172,63,No,0,0,0,0,Basketball,1,Basketball Women,21.29529475,Normal
28,null,Germany,M,11/29/1987,182,82,No,0,0,0,0,Athletics,1,Athletics Men's 200m,24.75546432,Normal
28,Scott Curry,New Zealand,M,5/17/1988,193,100,No,0,0,0,0,Rugby Sevens,1,Rugby Sevens Men,26.84635829,Overweight
26,Carla Salome Rocha,Portugal,F,4/25/1990,157,46,No,0,0,0,0,Athletics,1,"Athletics Women's 10,000m",18.66201469,Normal
28,Miguel Arraiolos,Portugal,M,7/12/1988,173,62,No,0,0,0,0,Triathlon,1,Triathlon Men,20.71569381,Normal
40,Prakash Nanjappa,India,M,2/29/1976,175,85,No,0,0,0,0,Shooting,1,Shooting 50m Pistol Men,27.75510204,Overweight
28,Jordan Ernest Burroughs,United States,M,7/08/1988,171,79,No,0,0,0,0,Wrestling,1,Wrestling Men's Freestyle 74 kg,27.01685989,Overweight
30,Filip Ude,Croatia,M,6/03/1986,170,68,No,0,0,0,0,Gymnastics,8,"Artistic Gymnastics Men
,Artistic Gymnastics Men's Floor Exercise
,Artistic Gymnastics Men's Vault
,Artistic Gymnastics Men's Parallel Bars
,Artistic Gymnastics Men's Horizontal Bar
,Artistic Gymnastics Men's Rings
,Artistic Gymnastics Men's Pommel Horse
,Artistic Gymnastics Men's Individual All-Around",23.52941176,Normal
24,Joseph Cordina,Great Britain,M,12/01/1991,175,,No,0,0,0,0,Boxing,1,Boxing Men's Light (60kg),,
23,Bilal Tabti,Algeria,M,6/07/1993,175,62,No,0,0,0,0,Athletics,1,Athletics Men's 3000m Steeplechase,20.24489796,Normal
27,Viktoriia Poliudina,Kyrgyzstan,F,6/29/1989,165,55,No,0,0,0,0,Athletics,1,Athletics Women's Marathon,20.2020202,Normal
27,Savitree Amitrapai,Thailand,F,11/19/1988,164,56,No,0,0,0,0,Badminton,1,Badminton Mixed Doubles,20.82093992,Normal
20,Sehyeon An,South Korea,F,10/14/1995,168,56,No,0,0,0,0,Aquatics,2,"Swimming Women's 100m Butterfly
,Swimming Women's 200m Butterfly",19.84126984,Normal
30,Florina Chintoan,Romania,F,12/06/1985,178,67,No,0,0,0,0,Handball,1,Handball Women,21.14631991,Normal
21,Aminu Umar,Nigeria,M,3/06/1995,172,,Yes,0,0,1,1,Football,1,Football Men,,
21,Deborah Tsai,Australia,F,12/18/1994,162,52,No,0,0,0,0,Aquatics,1,Synchronised Swimming Teams,19.81405274,Normal
28,Asako O,Japan,F,12/16/1987,189,85,No,0,0,0,0,Basketball,1,Basketball Women,23.79552644,Normal
24,null,Ukraine,F,2/22/1992,180,80,No,0,0,0,0,Rowing,1,Rowing Women's Quadruple Sculls,24.69135802,Normal
25,Marta Onofre,Portugal,F,1/28/1991,170,64,No,0,0,0,0,Athletics,1,Athletics Women's Pole Vault,22.14532872,Normal
28,Hirooki Arai,Japan,M,5/18/1988,180,62,Yes,0,0,1,1,Athletics,1,Athletics Men's 50km Walk,19.13580247,Normal
26,Marcus Gross,Germany,M,11/28/1989,182,85,Yes,2,0,0,2,Canoe,2,"Canoe Sprint Men's Kayak Double 1000m
,Canoe Sprint Men's Kayak Four 1000m",25.66115203,Overweight
20,null,Australia,M,7/27/1996,192,93,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Kayak Four 1000m,25.22786458,Overweight
25,Fernando Daniel Martinez,Argentina,M,7/18/1991,165,,No,0,0,0,0,Boxing,1,Boxing Men's Fly (52kg),,
22,Hemza Haloui,Algeria,M,7/10/1994,180,96,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 98 kg,29.62962963,Overweight
24,Rebecca Henderson,Australia,F,11/27/1991,158,49,No,0,0,0,0,Cycling,1,Cycling Mountain Bike Women's Cross-country,19.6282647,Normal
29,Rhys Grant,Australia,M,2/06/1987,188,88,No,0,0,0,0,Rowing,1,Rowing Men's Single Sculls,24.89814396,Normal
28,Lauren Wells,Australia,F,8/03/1988,178,66,No,0,0,0,0,Athletics,2,"Athletics Women's 400m Hurdles
,Athletics Women's 4 x 400m Relay",20.83070319,Normal
26,Yohan Blake,Jamaica,M,12/26/1989,180,80,Yes,1,0,0,1,Athletics,3,"Athletics Men's 100m
,Athletics Men's 200m
,Athletics Men's 4 x 100m Relay",24.69135802,Normal
27,Elizabeta Samara,Romania,F,4/15/1989,171,56,No,0,0,0,0,Table Tennis,2,"Table Tennis Women's Singles
,Table Tennis Women's Team",19.15119182,Normal
44,Linda Algotsson,Sweden,F,3/22/1972,162,50,No,0,0,0,0,Equestrian,2,"Equestrian Eventing Individual
,Equestrian Eventing Team",19.05197378,Normal
20,Adam Telegdy,Hungary,M,11/01/1995,194,77,No,0,0,0,0,Aquatics,1,Swimming Men's 200m Backstroke,20.45913487,Normal
25,Elizabet Chavez,Spain,F,11/17/1990,192,81,No,0,0,0,0,Handball,1,Handball Women,21.97265625,Normal
27,Emilia Fahlin,Sweden,F,10/24/1988,176,62,No,0,0,0,0,Cycling,1,Cycling Road Women's Road Race,20.01549587,Normal
22,Stefano Oppo,Italy,M,11/12/1994,187,70,No,0,0,0,0,Rowing,1,Rowing Lightweight Men's Four,20.01772999,Normal
23,Nils Brembach,Germany,M,2/23/1993,184,70,No,0,0,0,0,Athletics,1,Athletics Men's 20km Walk,20.6758034,Normal
30,Hamish Bond,New Zealand,M,2/13/1986,189,89,Yes,1,0,0,1,Rowing,1,Rowing Men's Pair,24.91531592,Normal
26,John Smith,South Africa,M,1/12/1990,192,72,No,0,0,0,0,Rowing,1,Rowing Lightweight Men's Double Sculls,19.53125,Normal
26,Izzet Safer,Turkey,M,7/10/1990,178,74,No,0,0,0,0,Athletics,1,Athletics Men's 4 x 100m Relay,23.35563691,Normal
23,Riwei Wang,China,M,3/21/1993,182,85,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Canoe Single 1000m,25.66115203,Overweight
22,Bianca Williams,Great Britain,F,12/18/1993,169,56,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 100m Relay,19.60715661,Normal
38,John Nunn,United States,M,2/03/1978,188,78,No,0,0,0,0,Athletics,1,Athletics Men's 50km Walk,22.06880942,Normal
35,Peter Mungai Warui,Kenya,M,4/22/1981,,,No,0,0,0,0,Boxing,1,Boxing Men's Light Fly (46-49kg),,
28,Stephen Lambdin,United States,M,3/09/1988,188,108,No,0,0,0,0,Taekwondo,1,Taekwondo Men +80kg,30.55681304,Obese
30,Paul Biedermann,Germany,M,8/07/1986,193,97,No,0,0,0,0,Aquatics,2,"Swimming Men's 200m Freestyle
,Swimming Men's 4 x 200m Freestyle Relay",26.04096754,Overweight
25,Violetta Kolobova,Russian Federation,F,7/27/1991,176,64,Yes,0,0,1,1,Fencing,2,"Fencing Women's Épée Individual
,Fencing Women's Épée Team",20.66115702,Normal
18,Chunxin Wang,China,M,11/25/1997,180,70,No,0,0,0,0,Rowing,1,Rowing Lightweight Men's Double Sculls,21.60493827,Normal
22,Kosuke Hagino,Japan,M,8/15/1994,177,71,Yes,1,1,1,3,Aquatics,4,"Swimming Men's 200m Freestyle
,Swimming Men's 200m Individual Medley
,Swimming Men's 400m Individual Medley
,Swimming Men's 4 x 200m Freestyle Relay",22.66270867,Normal
18,Tijana Bogdanovic,Serbia,F,5/04/1998,172,52,Yes,0,1,0,1,Taekwondo,1,Taekwondo Women -49kg,17.57706869,Underweight
27,Priscilla Frederick,Antigua and Barbuda,F,2/14/1989,183,70,No,0,0,0,0,Athletics,1,Athletics Women's High Jump,20.90238586,Normal
26,Andres Roberto Montano Arroyo,Ecuador,M,4/06/1990,166,59,No,0,0,0,0,Wrestling,1,Wrestling Men's Greco-Roman 59 kg,21.41094498,Normal
25,Selcuk Eker,Turkey,M,6/12/1991,169,,No,0,0,0,0,Boxing,1,Boxing Men's Fly (52kg),,
26,Rodrigo Germade,Spain,M,8/23/1990,183,85,No,0,0,0,0,Canoe,1,Canoe Sprint Men's Kayak Four 1000m,25.38146854,Overweight
31,Jose Luis Gonzalez,Argentina,M,12/27/1984,206,97,No,0,0,0,0,Volleyball,1,Volleyball Men,22.8579508,Normal
25,null,Russian Federation,F,12/19/1990,173,67,No,0,0,0,0,Taekwondo,1,Taekwondo Women -67kg,22.38631428,Normal
21,Tetiana Melnyk,Ukraine,F,4/02/1995,185,63,No,0,0,0,0,Athletics,1,Athletics Women's 4 x 400m Relay,18.40759679,Underweight
28,Shahram Mahmoudi,Iran,M,7/20/1988,198,95,No,0,0,0,0,Volleyball,1,Volleyball Men,24.2322212,Normal
26,Milan Macvan,Serbia,M,11/16/1989,205,107,Yes,0,1,0,1,Basketball,1,Basketball Men,25.4610351,Overweight
22,Filip Zaborowski,Poland,M,7/25/1994,188,77,No,0,0,0,0,Aquatics,1,Swimming Men's 400m Freestyle,21.78587596,Normal
15,Laraiba Seibou,Benin,F,12/06/2000,173,63,No,0,0,0,0,Aquatics,1,Swimming Women's 50m Freestyle,21.0498179,Normal
26,Felice Mueller,United States,F,10/15/1989,186,72,No,0,0,0,0,Rowing,1,Rowing Women's Pair,20.81165453,Normal
27,Stephenie Ann McPherson,Jamaica,F,11/25/1988,173,57,Yes,0,1,0,1,Athletics,2,"Athletics Women's 400m
,Athletics Women's 4 x 400m Relay",19.04507334,Normal
23,Deanna Price,United States,F,6/08/1993,173,99,No,0,0,0,0,Athletics,1,Athletics Women's Hammer Throw,33.07828528,Obese
19,Ines Gmati,Tunisia,F,4/05/1997,165,70,No,0,0,0,0,Sailing,1,Sailing Laser Radial Women,25.71166208,Overweight
34,Are Hansen,Norway,M,1/16/1982,,,No,0,0,0,0,Shooting,1,Shooting 10m Air Rifle Men,,
15,Gayane Chiloyan,Armenia,F,11/27/2000,164,54,No,0,0,0,0,Athletics,1,Athletics Women's 200m,20.07733492,Normal
